category,production,type,title,distributor,producer,year,page,page_id
Outstanding Period And/Or Character Hairstyling - 2020,"Lisa Thomas, Hairstylist",Nominee,Pose,FX Networks,Fox21 Television Studios and FX Productions,2020,83,9
Outstanding Period And/Or Character Hairstyling - 2020,"Greg Bazemore, Hairstylist",Nominee,Pose,FX Networks,Fox21 Television Studios and FX Productions,2020,83,9
Outstanding Period And/Or Character Hairstyling - 2020,"Jessie Mojica, Hairstylist",Nominee,Pose,FX Networks,Fox21 Television Studios and FX Productions,2020,83,9
Outstanding Period And/Or Character Hairstyling - 2020,"Charlene Belmond, Hairstylist",Nominee,Pose,FX Networks,Fox21 Television Studios and FX Productions,2020,83,9
Outstanding Period And/Or Character Hairstyling - 2020,"Maxine Morris, Department Head Hairstylist",Nominee,Star Trek: Picard,CBS All Access,CBS Television Studios in association with Secret Hideout and Roddenberry Entertainment,2020,83,10
Outstanding Period And/Or Character Hairstyling - 2020,"Maria Sandoval, Assistant Department Head Hairstylist",Nominee,Star Trek: Picard,CBS All Access,CBS Television Studios in association with Secret Hideout and Roddenberry Entertainment,2020,83,10
Outstanding Period And/Or Character Hairstyling - 2020,"Wendy Southard, Key Hairstylist",Nominee,Star Trek: Picard,CBS All Access,CBS Television Studios in association with Secret Hideout and Roddenberry Entertainment,2020,83,10
Outstanding Period And/Or Character Hairstyling - 2020,"Sallie Nicole Ciganovich, Additional Hairstylist",Nominee,Star Trek: Picard,CBS All Access,CBS Television Studios in association with Secret Hideout and Roddenberry Entertainment,2020,83,10
Outstanding Period And/Or Character Hairstyling - 2020,"Ashleigh Childers, Hairstylist",Nominee,Star Trek: Picard,CBS All Access,CBS Television Studios in association with Secret Hideout and Roddenberry Entertainment,2020,83,10
Outstanding Period And/Or Character Hairstyling - 2020,"Yesim Osman, Hairstylist",Nominee,Star Trek: Picard,CBS All Access,CBS Television Studios in association with Secret Hideout and Roddenberry Entertainment,2020,83,10
Outstanding Derivative Interactive Program - 2020,"Social Life, ",Winner,Big Mouth Guide To Life,Netflix,Social Life / Netflix,2020,84,1
Outstanding Derivative Interactive Program - 2020,"Netflix, ",Winner,Big Mouth Guide To Life,Netflix,Social Life / Netflix,2020,84,1
Outstanding Derivative Interactive Program - 2020,"BBC, ",Nominee,Doctor Who: The Runaway,BBC America,British Broadcasting Corporation / Passion Animation Studios,2020,84,2
Outstanding Derivative Interactive Program - 2020,"Passion Animation Studios, ",Nominee,Doctor Who: The Runaway,BBC America,British Broadcasting Corporation / Passion Animation Studios,2020,84,2
Outstanding Original Interactive Program - 2020,"Brie Larson, Producer",Winner,The Messy Truth VR Experience,Oculus MagicLabsMedia.com,"Magic Labs Media, EAB, RYOT",2020,84,3
Outstanding Original Interactive Program - 2020,"Van Jones, Producer; Executive Producer",Winner,The Messy Truth VR Experience,Oculus MagicLabsMedia.com,"Magic Labs Media, EAB, RYOT",2020,84,3
Outstanding Original Interactive Program - 2020,"Elijah Allan-Blitz, Director; Producer; Executive Producer",Winner,The Messy Truth VR Experience,Oculus MagicLabsMedia.com,"Magic Labs Media, EAB, RYOT",2020,84,3
Outstanding Original Interactive Program - 2020,"Jana Carter, Producer; Executive Producer",Winner,The Messy Truth VR Experience,Oculus MagicLabsMedia.com,"Magic Labs Media, EAB, RYOT",2020,84,3
Outstanding Original Interactive Program - 2020,"RYOT, ",Winner,The Messy Truth VR Experience,Oculus MagicLabsMedia.com,"Magic Labs Media, EAB, RYOT",2020,84,3
Outstanding Original Interactive Program - 2020,"TARGO, ",Nominee,Rebuilding Notre Dame,Oculus,TARGO in association with Facebook's Oculus,2020,84,4
Outstanding Original Interactive Program - 2020,"Facebook's Oculus, ",Nominee,Rebuilding Notre Dame,Oculus,TARGO in association with Facebook's Oculus,2020,84,4
Outstanding Original Interactive Program - 2020,"Chloé Rochereuil, Director",Nominee,Rebuilding Notre Dame,Oculus,TARGO in association with Facebook's Oculus,2020,84,4
Outstanding Original Interactive Program - 2020,"Victor Agulhon, Producer",Nominee,Rebuilding Notre Dame,Oculus,TARGO in association with Facebook's Oculus,2020,84,4
Outstanding Original Interactive Program - 2020,"Eric Cheng, Producer",Nominee,Rebuilding Notre Dame,Oculus,TARGO in association with Facebook's Oculus,2020,84,4
Outstanding Original Interactive Program - 2020,"TARGO, ",Nominee,When We Stayed Home,Oculus,TARGO in association with Facebook's Oculus,2020,84,5
Outstanding Original Interactive Program - 2020,"Facebook's Oculus, ",Nominee,When We Stayed Home,Oculus,TARGO in association with Facebook's Oculus,2020,84,5
Outstanding Original Interactive Program - 2020,"Chloé Rochereuil, Director",Nominee,When We Stayed Home,Oculus,TARGO in association with Facebook's Oculus,2020,84,5
Outstanding Original Interactive Program - 2020,"Victor Agulhon, Producer",Nominee,When We Stayed Home,Oculus,TARGO in association with Facebook's Oculus,2020,84,5
Outstanding Original Interactive Program - 2020,"Eric Cheng, Executive Producer",Nominee,When We Stayed Home,Oculus,TARGO in association with Facebook's Oculus,2020,84,5
Outstanding Interactive Extension Of A Linear Program - 2020,"USA Network, ",Winner,Mr. Robot,USA Network,"Ralph Interactive, Fifth Column Games",2020,84,6
Outstanding Interactive Extension Of A Linear Program - 2020,"Ralph Interactive, ",Winner,Mr. Robot,USA Network,"Ralph Interactive, Fifth Column Games",2020,84,6
Outstanding Interactive Extension Of A Linear Program - 2020,"Fifth Column Games, ",Winner,Mr. Robot,USA Network,"Ralph Interactive, Fifth Column Games",2020,84,6
